ID,NAME,ACCOUNT_ID,AMOUNT,CLOSE_DATE,STAGE_NAME,PROBABILITY,FORECAST_CATEGORY_NAME,LEAD_SOURCE,TYPE,DESCRIPTION,NEXT_STEP,CREATED_DATE,LAST_MODIFIED_DATE,CURRENCY_ISO_CODE,IS_CLOSED,IS_WON
006535230628839106,Holland Data Systems - Security Enhancement,001797731965152347,321224,2024-05-28,Closed Lost,0,Omitted,Web,New Customer,Opportunity to provide cloud solutions to Holland Data Systems to address their regulatory compliance requirements. Lost to Amazon due to pricing/feature considerations.,Conduct post-mortem analysis,2024-04-05T07:21:05.742229,2024-04-26T07:21:05.742229,EUR,true,false
006122576552633910,Holland Data Systems - Data Integration,001797731965152347,760614,2026-01-05,Qualification,20,Pipeline,Email Campaign,New Customer,Opportunity to provide advanced analytics to Holland Data Systems to address their competitive advantage requirements.,Validate budget and decision-making process,2025-05-31T07:21:05.742290,2025-06-21T07:21:05.742290,EUR,false,false
006823662086416255,FinanceFlow Ltd - Security Enhancement,001422229504491043,12218,2025-04-03,Closed Lost,0,Omitted,Other,New Customer,Opportunity to provide automation platform to FinanceFlow Ltd to address their competitive advantage requirements. Lost to Google due to pricing/feature considerations.,Maintain relationship for future opportunities,2024-12-30T07:21:05.742412,2025-01-08T07:21:05.742412,EUR,true,false
006215193533231958,FinanceFlow Ltd - Data Integration,001422229504491043,132342,2026-05-14,Qualification,20,Pipeline,Web,New Customer,Opportunity to provide AI-powered insights to FinanceFlow Ltd to address their scalability needs requirements.,Conduct needs assessment workshop,2025-05-06T07:21:05.742469,2025-05-27T07:21:05.742469,EUR,false,false
006478618821189634,The Hague Solutions - AI Implementation,001859314673714218,362974,2024-07-04,Closed Lost,0,Omitted,Other,New Customer,Opportunity to provide digital transformation to The Hague Solutions to address their scalability needs requirements. Lost to Google due to pricing/feature considerations.,Update competitive intelligence,2024-05-08T07:21:05.742592,2024-05-31T07:21:05.742592,HUF,true,false
006961847539243579,The Hague Solutions - Analytics Solution,001859314673714218,733112,2025-02-08,Closed Lost,0,Omitted,Purchased List,New Customer,Opportunity to provide advanced analytics to The Hague Solutions to address their regulatory compliance requirements. Lost to Oracle due to pricing/feature considerations.,Update competitive intelligence,2024-11-22T07:21:05.742657,2024-12-03T07:21:05.742657,HUF,true,false
006432821299864222,The Hague Solutions - AI Implementation,001859314673714218,806320,2026-07-22,Proposal/Price Quote,60,Best Case,Other,New Customer,Opportunity to provide automation platform to The Hague Solutions to address their competitive advantage requirements.,Negotiate contract terms and conditions,2025-07-16T07:21:05.742716,2025-08-09T07:21:05.742716,HUF,false,false
006903183479696425,The Hague Solutions - Process Automation,001859314673714218,792464,2025-11-26,Prospecting,10,Pipeline,Purchased List,New Customer,Opportunity to provide AI-powered insights to The Hague Solutions to address their competitive advantage requirements.,Arrange product demonstration for key stakeholders,2025-02-26T07:21:05.742777,2025-03-10T07:21:05.742777,HUF,false,false
006209892295028378,The Hague Solutions - Analytics Solution,001859314673714218,364777,2026-06-02,Proposal/Price Quote,60,Best Case,External Referral,New Customer,Opportunity to provide cloud solutions to The Hague Solutions to address their scalability needs requirements.,Schedule final decision-maker presentation,2025-06-09T07:21:05.742834,2025-07-05T07:21:05.742834,HUF,false,false
006500012733684519,Cologne Data Systems - Digital Transformation,001884174025698903,6642754,2024-09-02,Closed Lost,0,Omitted,Purchased List,New Customer,Opportunity to provide digital transformation to Cologne Data Systems to address their competitive advantage requirements. Lost to Google due to pricing/feature considerations.,Maintain relationship for future opportunities,2024-05-10T07:21:05.742964,2024-05-19T07:21:05.742964,NOK,true,false
006814269667357884,Cologne Data Systems - Platform Upgrade,001884174025698903,16061224,2026-04-18,Value Proposition,40,Pipeline,Word of mouth,New Customer,Opportunity to provide AI-powered insights to Cologne Data Systems to address their regulatory compliance requirements.,Develop ROI business case presentation,2025-06-22T07:21:05.743031,2025-07-08T07:21:05.743031,NOK,false,false
006160870050801070,Cologne Data Systems - Security Enhancement,001884174025698903,17293234,2025-06-28,Closed Won,100,Closed,Partner Referral,New Customer,Opportunity to provide cloud solutions to Cologne Data Systems to address their data challenges requirements. Successfully completed implementation and achieved measurable ROI.,Schedule implementation planning session,2025-02-21T07:21:05.743112,2025-03-07T07:21:05.743112,NOK,true,true
006190987932725375,Cologne Data Systems - Analytics Solution,001884174025698903,15853549,2025-05-30,Closed Lost,0,Omitted,External Referral,New Customer,Opportunity to provide digital transformation to Cologne Data Systems to address their data challenges requirements. Lost to Google due to pricing/feature considerations.,Update competitive intelligence,2025-02-09T07:21:05.743176,2025-02-11T07:21:05.743176,NOK,true,false
006960731101086665,Cologne Data Systems - Analytics Solution,001884174025698903,15668389,2025-12-06,Prospecting,10,Pipeline,Partner Referral,New Customer,Opportunity to provide automation platform to Cologne Data Systems to address their operational efficiency requirements.,Schedule discovery call to understand business requirements,2025-05-13T07:21:05.743235,2025-06-02T07:21:05.743235,NOK,false,false
006142472951643963,Sterling Analytics - Data Integration,001961492399239428,472988,2025-02-15,Closed Lost,0,Omitted,Trade Show,New Customer,Opportunity to provide cloud solutions to Sterling Analytics to address their scalability needs requirements. Lost to Microsoft due to pricing/feature considerations.,Maintain relationship for future opportunities,2024-09-16T07:21:05.743379,2024-10-11T07:21:05.743379,GBP,true,false
006880838911118497,Sterling Analytics - Cloud Migration,001961492399239428,249834,2025-05-15,Closed Won,100,Closed,Advertisement,New Customer,Opportunity to provide digital transformation to Sterling Analytics to address their data challenges requirements. Successfully completed implementation and achieved measurable ROI.,Initiate project kick-off and onboarding,2025-04-14T07:21:05.743445,2025-04-27T07:21:05.743445,GBP,true,true
006613327150379199,Sterling Analytics - Platform Upgrade,001961492399239428,370984,2025-09-23,Value Proposition,40,Pipeline,Cold Call,New Customer,Opportunity to provide AI-powered insights to Sterling Analytics to address their regulatory compliance requirements.,Provide detailed implementation timeline,2025-06-10T07:21:05.743504,2025-06-21T07:21:05.743504,GBP,false,false
006504480650402213,Sterling Analytics - Process Automation,001961492399239428,981108,2025-10-28,Value Proposition,40,Pipeline,Purchased List,New Customer,Opportunity to provide cloud solutions to Sterling Analytics to address their competitive advantage requirements.,Develop ROI business case presentation,2025-01-28T07:21:05.743563,2025-02-05T07:21:05.743563,GBP,false,false
006512742591154994,Fjord Analytics - Analytics Solution,001349440979620502,44394,2025-02-09,Closed Lost,0,Omitted,Cold Call,New Customer,Opportunity to provide advanced analytics to Fjord Analytics to address their competitive advantage requirements. Lost to Salesforce due to pricing/feature considerations.,Maintain relationship for future opportunities,2025-01-05T07:21:05.743914,2025-01-30T07:21:05.743914,GBP,true,false
006221726511275085,Fjord Analytics - Platform Upgrade,001349440979620502,173351,2026-06-21,Proposal/Price Quote,60,Best Case,Email Campaign,New Customer,Opportunity to provide advanced analytics to Fjord Analytics to address their operational efficiency requirements.,Schedule final decision-maker presentation,2025-07-10T07:21:05.743989,2025-07-14T07:21:05.743989,GBP,false,false
006272407296729786,Stuttgart Engineering - AI Implementation,001481601031630769,4647162,2024-10-19,Closed Won,100,Closed,Purchased List,New Customer,Opportunity to provide advanced analytics to Stuttgart Engineering to address their scalability needs requirements. Successfully completed implementation and achieved measurable ROI.,Schedule implementation planning session,2024-07-17T07:21:05.744163,2024-08-08T07:21:05.744163,SEK,true,true
006218124050126392,Stuttgart Engineering - Analytics Solution,001481601031630769,17958680,2026-07-05,Prospecting,10,Pipeline,Trade Show,New Customer,Opportunity to provide AI-powered insights to Stuttgart Engineering to address their operational efficiency requirements.,Send company overview and case study materials,2025-05-14T07:21:05.744239,2025-05-18T07:21:05.744239,SEK,false,false
006396106976628929,Stuttgart Engineering - Cloud Migration,001481601031630769,17201351,2026-06-28,Negotiation/Review,80,Commit,Trade Show,New Customer,Opportunity to provide cloud solutions to Stuttgart Engineering to address their scalability needs requirements.,Prepare for contract signature,2025-06-02T07:21:05.744305,2025-06-16T07:21:05.744305,SEK,false,false
006333843404382667,Stuttgart Engineering - AI Implementation,001481601031630769,5881245,2026-05-28,Needs Analysis,30,Pipeline,Cold Call,New Customer,Opportunity to provide automation platform to Stuttgart Engineering to address their scalability needs requirements.,Present detailed solution proposal,2025-07-12T07:21:05.744367,2025-07-13T07:21:05.744367,SEK,false,false
006201425435567358,Brussels EU Tech - Analytics Solution,001726300056921184,4205446,2026-04-30,Proposal/Price Quote,60,Best Case,Trade Show,New Customer,Opportunity to provide advanced analytics to Brussels EU Tech to address their operational efficiency requirements.,Negotiate contract terms and conditions,2025-02-26T07:21:05.744514,2025-03-19T07:21:05.744514,EUR,false,false
006505566419803230,Scandinavian Data - Platform Upgrade,001974637123305927,2683214,2025-05-06,Closed Won,100,Closed,Email Campaign,New Customer,Opportunity to provide digital transformation to Scandinavian Data to address their competitive advantage requirements. Successfully completed implementation and achieved measurable ROI.,Introduce customer success team,2024-12-09T07:21:05.744648,2024-12-13T07:21:05.744648,EUR,true,true
006502538631470526,Scandinavian Data - Analytics Solution,001974637123305927,584945,2025-10-30,Prospecting,10,Pipeline,External Referral,New Customer,Opportunity to provide AI-powered insights to Scandinavian Data to address their scalability needs requirements.,Arrange product demonstration for key stakeholders,2025-07-20T07:21:05.744711,2025-07-23T07:21:05.744711,EUR,false,false
006614017229140360,TechStart London - Data Integration,001235091015635874,1734019,2025-07-06,Closed Lost,0,Omitted,Other,New Customer,Opportunity to provide automation platform to TechStart London to address their competitive advantage requirements. Lost to Salesforce due to pricing/feature considerations.,Conduct post-mortem analysis,2025-02-24T07:21:05.744843,2025-02-28T07:21:05.744843,GBP,true,false
006765126844114976,TechStart London - Data Integration,001235091015635874,691961,2025-10-13,Prospecting,10,Pipeline,External Referral,Existing Customer - Replacement,Opportunity to provide cloud solutions to TechStart London to address their regulatory compliance requirements.,Send company overview and case study materials,2025-06-12T07:21:05.744914,2025-07-07T07:21:05.744914,GBP,false,false
006649579378340811,TechStart London - AI Implementation,001235091015635874,441728,2025-10-26,Needs Analysis,30,Pipeline,Phone Inquiry,Existing Customer - Replacement,Opportunity to provide automation platform to TechStart London to address their operational efficiency requirements.,Present detailed solution proposal,2025-01-28T07:21:05.744974,2025-02-06T07:21:05.744974,GBP,false,false
006684452012695280,Milan Fashion Tech - Cloud Migration,001763011677732648,187714,2025-01-22,Closed Won,100,Closed,Trade Show,New Customer,Opportunity to provide AI-powered insights to Milan Fashion Tech to address their operational efficiency requirements. Successfully completed implementation and achieved measurable ROI.,Schedule implementation planning session,2024-07-29T07:21:05.745099,2024-08-20T07:21:05.745099,CZK,true,true
006728640732769743,Milan Fashion Tech - Data Integration,001763011677732648,136334,2026-07-15,Negotiation/Review,80,Commit,Word of mouth,New Customer,Opportunity to provide advanced analytics to Milan Fashion Tech to address their operational efficiency requirements.,Prepare for contract signature,2025-04-25T07:21:05.745160,2025-05-25T07:21:05.745160,CZK,false,false
006946031569444440,Milan Fashion Tech - Analytics Solution,001763011677732648,142531,2026-05-01,Qualification,20,Pipeline,External Referral,New Customer,Opportunity to provide digital transformation to Milan Fashion Tech to address their data challenges requirements.,Identify key stakeholders and influencers,2025-03-24T07:21:05.745215,2025-04-02T07:21:05.745215,CZK,false,false
006364586379767464,Midnight Sun Tech - Data Integration,001176881803365339,4817891,2026-03-02,Value Proposition,40,Pipeline,Phone Inquiry,New Customer,Opportunity to provide automation platform to Midnight Sun Tech to address their competitive advantage requirements.,Provide detailed implementation timeline,2025-02-08T07:21:05.745355,2025-02-23T07:21:05.745355,EUR,false,false
006835632314333969,Marseille Digital - AI Implementation,001294285620729286,127196,2025-01-12,Closed Won,100,Closed,Web,Existing Customer - Upgrade,Opportunity to provide automation platform to Marseille Digital to address their competitive advantage requirements. Successfully completed implementation and achieved measurable ROI.,Initiate project kick-off and onboarding,2024-11-13T07:21:05.745491,2024-12-01T07:21:05.745491,EUR,true,true
006856011544844846,Benelux Ventures - Cloud Migration,001524104651228233,33827,2024-06-29,Closed Won,100,Closed,External Referral,New Customer,Opportunity to provide digital transformation to Benelux Ventures to address their scalability needs requirements. Successfully completed implementation and achieved measurable ROI.,Initiate project kick-off and onboarding,2024-03-14T07:21:05.745618,2024-04-10T07:21:05.745618,EUR,true,true
006839905684039465,Benelux Ventures - AI Implementation,001524104651228233,129133,2026-06-03,Qualification,20,Pipeline,Advertisement,New Customer,Opportunity to provide automation platform to Benelux Ventures to address their operational efficiency requirements.,Validate budget and decision-making process,2025-04-29T07:21:05.745678,2025-05-24T07:21:05.745678,EUR,false,false
006687704202261281,Benelux Ventures - Security Enhancement,001524104651228233,10575,2026-02-18,Proposal/Price Quote,60,Best Case,Advertisement,New Customer,Opportunity to provide advanced analytics to Benelux Ventures to address their operational efficiency requirements.,Follow up on proposal questions and concerns,2025-04-26T07:21:05.745737,2025-05-12T07:21:05.745737,EUR,false,false
006320587848943643,Benelux Ventures - Security Enhancement,001524104651228233,197919,2025-10-14,Prospecting,10,Pipeline,Purchased List,New Customer,Opportunity to provide advanced analytics to Benelux Ventures to address their competitive advantage requirements.,Schedule discovery call to understand business requirements,2025-04-09T07:21:05.745795,2025-04-24T07:21:05.745795,EUR,false,false
006762943973866411,Benelux Ventures - Data Integration,001524104651228233,197901,2025-10-15,Qualification,20,Pipeline,Phone Inquiry,New Customer,Opportunity to provide automation platform to Benelux Ventures to address their competitive advantage requirements.,Conduct needs assessment workshop,2025-04-27T07:21:05.745850,2025-05-16T07:21:05.745850,EUR,false,false
006643732487846029,French Data Solutions - Platform Upgrade,001861516446104041,140764,2025-10-03,Closed Won,100,Closed,Trade Show,New Customer,Opportunity to provide cloud solutions to French Data Solutions to address their regulatory compliance requirements. Successfully completed implementation and achieved measurable ROI.,Initiate project kick-off and onboarding,2025-04-21T07:21:05.745980,2025-05-15T07:21:05.745980,EUR,true,true
006958356483404454,French Data Solutions - Data Integration,001861516446104041,37146,2025-01-27,Closed Won,100,Closed,Purchased List,New Customer,Opportunity to provide digital transformation to French Data Solutions to address their competitive advantage requirements. Successfully completed implementation and achieved measurable ROI.,Schedule implementation planning session,2024-10-07T07:21:05.746041,2024-10-17T07:21:05.746041,EUR,true,true
006889813746973145,French Data Solutions - Security Enhancement,001861516446104041,44962,2026-03-20,Needs Analysis,30,Pipeline,Trade Show,New Customer,Opportunity to provide digital transformation to French Data Solutions to address their regulatory compliance requirements.,Arrange reference customer calls,2025-06-17T07:21:05.746098,2025-06-24T07:21:05.746098,EUR,false,false
006899838794468753,French Data Solutions - Analytics Solution,001861516446104041,173621,2026-02-13,Qualification,20,Pipeline,Email Campaign,New Customer,Opportunity to provide cloud solutions to French Data Solutions to address their regulatory compliance requirements.,Conduct needs assessment workshop,2025-05-09T07:21:05.746155,2025-06-01T07:21:05.746155,EUR,false,false
006742482365975226,French Data Solutions - AI Implementation,001861516446104041,94510,2026-02-17,Negotiation/Review,80,Commit,Email Campaign,New Customer,Opportunity to provide automation platform to French Data Solutions to address their regulatory compliance requirements.,Complete security and compliance review,2025-06-23T07:21:05.746211,2025-07-22T07:21:05.746211,EUR,false,false
006159743619260860,Maastricht Biotech - Data Integration,001677986227217882,4584976,2025-04-05,Closed Lost,0,Omitted,Email Campaign,New Customer,Opportunity to provide advanced analytics to Maastricht Biotech to address their data challenges requirements. Lost to Google due to pricing/feature considerations.,Conduct post-mortem analysis,2025-02-28T07:21:05.746338,2025-03-10T07:21:05.746338,HUF,true,false
006709308772108405,Maastricht Biotech - Cloud Migration,001677986227217882,1428330,2026-01-19,Proposal/Price Quote,60,Best Case,Web,New Customer,Opportunity to provide digital transformation to Maastricht Biotech to address their competitive advantage requirements.,Follow up on proposal questions and concerns,2025-07-07T07:21:05.746405,2025-07-27T07:21:05.746405,HUF,false,false
006675247465254553,Maastricht Biotech - Data Integration,001677986227217882,4913432,2024-05-03,Closed Won,100,Closed,Cold Call,New Customer,Opportunity to provide digital transformation to Maastricht Biotech to address their operational efficiency requirements. Successfully completed implementation and achieved measurable ROI.,Schedule implementation planning session,2024-02-06T07:21:05.746470,2024-02-19T07:21:05.746470,HUF,true,true
006382985704269736,Maastricht Biotech - Platform Upgrade,001677986227217882,2822731,2025-09-17,Value Proposition,40,Pipeline,Purchased List,New Customer,Opportunity to provide AI-powered insights to Maastricht Biotech to address their competitive advantage requirements.,Develop ROI business case presentation,2025-03-03T07:21:05.746530,2025-04-02T07:21:05.746530,HUF,false,false
006605321345727278,CloudBridge Solutions - Cloud Migration,001367556225091177,18841360,2024-06-29,Closed Lost,0,Omitted,Partner Referral,New Customer,Opportunity to provide advanced analytics to CloudBridge Solutions to address their data challenges requirements. Lost to Amazon due to pricing/feature considerations.,Update competitive intelligence,2024-04-10T07:21:05.746657,2024-04-27T07:21:05.746657,GBP,true,false
006281188048980557,CloudBridge Solutions - Security Enhancement,001367556225091177,1863458,2026-01-10,Prospecting,10,Pipeline,Word of mouth,New Customer,Opportunity to provide digital transformation to CloudBridge Solutions to address their operational efficiency requirements.,Send company overview and case study materials,2025-04-04T07:21:05.746727,2025-04-19T07:21:05.746727,GBP,false,false
006157258772604501,CloudBridge Solutions - Process Automation,001367556225091177,5694417,2025-11-07,Negotiation/Review,80,Commit,Email Campaign,New Customer,Opportunity to provide AI-powered insights to CloudBridge Solutions to address their scalability needs requirements.,Complete security and compliance review,2025-07-12T07:21:05.746788,2025-08-07T07:21:05.746788,GBP,false,false
006307021533898167,Utrecht Software - Cloud Migration,001925218872012200,29105,2024-07-07,Closed Lost,0,Omitted,Trade Show,Existing Customer - Upgrade,Opportunity to provide AI-powered insights to Utrecht Software to address their data challenges requirements. Lost to Oracle due to pricing/feature considerations.,Update competitive intelligence,2024-03-18T07:21:05.746912,2024-04-05T07:21:05.746912,EUR,true,false
006506219428775618,Utrecht Software - Process Automation,001925218872012200,101593,2025-12-08,Needs Analysis,30,Pipeline,Other,Existing Customer - Upgrade,Opportunity to provide AI-powered insights to Utrecht Software to address their regulatory compliance requirements.,Conduct technical deep-dive session,2025-05-27T07:21:05.746996,2025-06-14T07:21:05.746996,EUR,false,false
006370606328610723,Utrecht Software - Process Automation,001925218872012200,180210,2025-06-17,Closed Won,100,Closed,Email Campaign,Existing Customer - Upgrade,Opportunity to provide advanced analytics to Utrecht Software to address their scalability needs requirements. Successfully completed implementation and achieved measurable ROI.,Schedule implementation planning session,2025-04-19T07:21:05.747053,2025-05-19T07:21:05.747053,EUR,true,true
006522168529673651,Utrecht Software - Security Enhancement,001925218872012200,39720,2025-12-30,Negotiation/Review,80,Commit,Trade Show,Existing Customer - Replacement,Opportunity to provide automation platform to Utrecht Software to address their operational efficiency requirements.,Complete security and compliance review,2025-04-15T07:21:05.747125,2025-05-14T07:21:05.747125,EUR,false,false
006208039679902367,Utrecht Software - Digital Transformation,001925218872012200,60465,2026-05-11,Negotiation/Review,80,Commit,Partner Referral,Existing Customer - Upgrade,Opportunity to provide advanced analytics to Utrecht Software to address their data challenges requirements.,Prepare for contract signature,2025-05-01T07:21:05.747178,2025-05-22T07:21:05.747178,EUR,false,false
006934718201925523,Thames Digital - Cloud Migration,001550386975875936,3758526,2024-04-17,Closed Lost,0,Omitted,Employee Referral,New Customer,Opportunity to provide advanced analytics to Thames Digital to address their data challenges requirements. Lost to Microsoft due to pricing/feature considerations.,Maintain relationship for future opportunities,2024-02-21T07:21:05.747328,2024-03-15T07:21:05.747328,EUR,true,false
006994204365563118,Thames Digital - Platform Upgrade,001550386975875936,517813,2025-09-27,Needs Analysis,30,Pipeline,Other,New Customer,Opportunity to provide AI-powered insights to Thames Digital to address their operational efficiency requirements.,Arrange reference customer calls,2025-06-30T07:21:05.747393,2025-07-27T07:21:05.747393,EUR,false,false
006456239332260492,Lille Manufacturing - Data Integration,001135063910236548,14177886,2025-03-01,Closed Lost,0,Omitted,Web,New Customer,Opportunity to provide automation platform to Lille Manufacturing to address their operational efficiency requirements. Lost to IBM due to pricing/feature considerations.,Conduct post-mortem analysis,2024-10-07T07:21:05.747531,2024-10-28T07:21:05.747531,SEK,true,false
006219496739777584,Lille Manufacturing - Digital Transformation,001135063910236548,2621901,2025-09-13,Negotiation/Review,80,Commit,Other,New Customer,Opportunity to provide digital transformation to Lille Manufacturing to address their regulatory compliance requirements.,Finalize contract terms and pricing,2025-02-23T07:21:05.747595,2025-03-05T07:21:05.747595,SEK,false,false
006700630372913324,TechBerlin Ventures - AI Implementation,001881350266966249,912057,2024-06-26,Closed Won,100,Closed,Purchased List,New Customer,Opportunity to provide cloud solutions to TechBerlin Ventures to address their competitive advantage requirements. Successfully completed implementation and achieved measurable ROI.,Introduce customer success team,2024-05-20T07:21:05.747723,2024-05-30T07:21:05.747723,CHF,true,true
006259173871996167,TechBerlin Ventures - Platform Upgrade,001881350266966249,201074,2025-03-27,Closed Lost,0,Omitted,Phone Inquiry,New Customer,Opportunity to provide advanced analytics to TechBerlin Ventures to address their operational efficiency requirements. Lost to IBM due to pricing/feature considerations.,Update competitive intelligence,2024-11-22T07:21:05.747788,2024-12-05T07:21:05.747788,CHF,true,false
006564604701680748,TechBerlin Ventures - Process Automation,001881350266966249,139261,2025-12-06,Value Proposition,40,Pipeline,Email Campaign,New Customer,Opportunity to provide AI-powered insights to TechBerlin Ventures to address their data challenges requirements.,Develop ROI business case presentation,2025-05-05T07:21:05.747851,2025-05-11T07:21:05.747851,CHF,false,false
006855451166554628,TechBerlin Ventures - Digital Transformation,001881350266966249,696850,2025-11-28,Qualification,20,Pipeline,Word of mouth,New Customer,Opportunity to provide advanced analytics to TechBerlin Ventures to address their regulatory compliance requirements.,Identify key stakeholders and influencers,2025-05-19T07:21:05.747913,2025-06-09T07:21:05.747913,CHF,false,false
006916937987339659,Dutch Innovation Labs - Digital Transformation,001548288539913535,186078,2025-06-22,Closed Won,100,Closed,Word of mouth,New Customer,Opportunity to provide automation platform to Dutch Innovation Labs to address their scalability needs requirements. Successfully completed implementation and achieved measurable ROI.,Schedule implementation planning session,2025-03-20T07:21:05.748045,2025-03-25T07:21:05.748045,CHF,true,true
006317861787102225,Dutch Innovation Labs - Digital Transformation,001548288539913535,71481,2026-01-13,Proposal/Price Quote,60,Best Case,Advertisement,New Customer,Opportunity to provide automation platform to Dutch Innovation Labs to address their competitive advantage requirements.,Negotiate contract terms and conditions,2025-06-27T07:21:05.748105,2025-07-17T07:21:05.748105,CHF,false,false
006456159337097577,Dutch Innovation Labs - Process Automation,001548288539913535,191785,2025-11-07,Proposal/Price Quote,60,Best Case,Employee Referral,New Customer,Opportunity to provide cloud solutions to Dutch Innovation Labs to address their operational efficiency requirements.,Negotiate contract terms and conditions,2025-02-23T07:21:05.748163,2025-03-03T07:21:05.748163,CHF,false,false
006504748441318372,Dutch Innovation Labs - Security Enhancement,001548288539913535,196698,2026-04-01,Negotiation/Review,80,Commit,Partner Referral,New Customer,Opportunity to provide digital transformation to Dutch Innovation Labs to address their competitive advantage requirements.,Complete security and compliance review,2025-02-08T07:21:05.748220,2025-02-23T07:21:05.748220,CHF,false,false
006826825185527288,Dutch Innovation Labs - Digital Transformation,001548288539913535,90077,2026-05-30,Needs Analysis,30,Pipeline,Word of mouth,New Customer,Opportunity to provide advanced analytics to Dutch Innovation Labs to address their scalability needs requirements.,Present detailed solution proposal,2025-03-20T07:21:05.748275,2025-04-18T07:21:05.748275,CHF,false,false
006671032435854652,Eindhoven Tech - Platform Upgrade,001440950073308960,841412,2024-06-04,Closed Won,100,Closed,Email Campaign,New Customer,Opportunity to provide advanced analytics to Eindhoven Tech to address their regulatory compliance requirements. Successfully completed implementation and achieved measurable ROI.,Introduce customer success team,2024-04-16T07:21:05.748408,2024-04-29T07:21:05.748408,EUR,true,true
006707626197771845,Eindhoven Tech - Security Enhancement,001440950073308960,1984765,2026-05-30,Negotiation/Review,80,Commit,External Referral,New Customer,Opportunity to provide cloud solutions to Eindhoven Tech to address their scalability needs requirements.,Complete security and compliance review,2025-07-13T07:21:05.748479,2025-07-21T07:21:05.748479,EUR,false,false
006509677159708249,Eindhoven Tech - Digital Transformation,001440950073308960,2641077,2025-07-12,Closed Won,100,Closed,Trade Show,New Customer,Opportunity to provide advanced analytics to Eindhoven Tech to address their data challenges requirements. Successfully completed implementation and achieved measurable ROI.,Introduce customer success team,2025-02-14T07:21:05.748544,2025-03-08T07:21:05.748544,EUR,true,true
006737661678957931,Eindhoven Tech - Analytics Solution,001440950073308960,4512891,2026-04-06,Qualification,20,Pipeline,Word of mouth,New Customer,Opportunity to provide cloud solutions to Eindhoven Tech to address their competitive advantage requirements.,Identify key stakeholders and influencers,2025-06-17T07:21:05.748608,2025-06-19T07:21:05.748608,EUR,false,false
006363480650452448,Eindhoven Tech - Security Enhancement,001440950073308960,4290638,2025-09-22,Qualification,20,Pipeline,Web,New Customer,Opportunity to provide cloud solutions to Eindhoven Tech to address their regulatory compliance requirements.,Identify key stakeholders and influencers,2025-05-24T07:21:05.748669,2025-06-06T07:21:05.748669,EUR,false,false
006813331882635718,AutoTech Mnchen - Digital Transformation,001483021764762154,2058182,2025-07-24,Closed Lost,0,Omitted,Other,New Customer,Opportunity to provide digital transformation to AutoTech Mnchen to address their regulatory compliance requirements. Lost to IBM due to pricing/feature considerations.,Update competitive intelligence,2025-04-03T07:21:05.748807,2025-04-09T07:21:05.748807,DKK,true,false
